,Organization Name,Organization Name URL,Description,Founded Date,Total Funding Amount,Website,cb rank,ipo status,Number of Employees,Headquarters Location,Facebook,LinkedIn,Twitter,Industries,Headquarters Regions,Founders,Status,Funding Type,Also Known As,Legal Name,Related Hubs,Stock Symbol,Company Type,Exits,Estimated Revenue Range,Contact Email,Phone Number,Number of Lead Investments,Stock Symbol.1,Number of Exits,Total Funding Amount.1,Number of Funding Rounds,Number of Investments,Number of Current Team Members,Number of Board Members,Total Products Active,Downloads Last 30 Days,Active Tech Count,Monthly Visits,Monthly Visits Growth,Number of Articles,events,Number of Acquisitions,Number of Lead Investors,Number of Investors,Number of Diversity Investments,Full Description,IPqwery Patents Granted,IPqwery Trademarks Registered,IPqwery Most Popular Patent Class,Websites rank,Transaction Name,Transaction Name URL,Acquired by,Announced Date,Price
111,Aries,https://www.crunchbase.com/organization/aries-b1bd,"Aries offers video production, online supplier portal, web development, industrial photography, digital signage, branding, and web TV.",13-May-96,None,www.aries.it,"2,26,170",Private,01-Oct,"Rivarolo Canavese, Piemonte, Italy",https://www.facebook.com/Aries.Company,https://www.linkedin.com/company/aries-srl_2/about/,https://twitter.com/ariescompany,"Production, Photography, Web, Design",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,Less than $1M,info@aries.it,None,None,None,None,None,None,None,None,None,Tech,None,38,None,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
112,BASF,https://www.crunchbase.com/organization/basf,"BASF is a supplier of chemicals for industries including construction and coatings, automotive, health and nutrition, and more.",1865,None,www.basf.com,"37,106",Public,10001+,"Ludwigshafen Am Rhein-oggersheim, Rheinland-Pfalz, Germany",http://www.facebook.com/basf,http://www.linkedin.com/company/basf,http://twitter.com/BASF,"Chemical, Industrial, Engineering, Manufacturing, Oil, and, Gas, Product, Research",European Union (EU),Friedrich Engelhorn,Active,"Non-equity, Assistance",None,BASF SE,None,NSE:BASF,For Profit,None,$500M to $1B,None,800-424-9300,4,NSE:BASF,None,None,1,10,35,7,49,496,109,"15,06,015",-3.16%,None,None,42,None,1,1,None,None,None,None,None,None,None,None,None,None
113,Bausch & Lomb,https://www.crunchbase.com/organization/bausch-lomb,Bausch + Lomb is the eye health company dedicated to Bringing Visionary Ideas to Eye Health.,1853,None,www.bausch.com,"88,913",Private,1001-5000,"Rochester, New York, United States",https://www.facebook.com/bauschandlomb,None,https://www.twitter.com/bauschlomb,Care,Great Lakes East Coast Northeastern US,Bernard Chauvin,Active,None,None,Bausch & Lomb acquired by Bausch Health,None,None,For Profit,None,None,None,5853380831,2,None,None,None,None,4,8,None,27,None,43,"4,11,705",0.10%,111,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None
114,Bayer,https://www.crunchbase.com/organization/bayer-ag-germany,Bayer offers prescription products primarily for cardiology and women’s health care; specialty therapeutics in the areas of oncology.,"Aug 1, 1863",€3B,www.bayer.com/,480,Public,10001+,"Leverkusen, Nordrhein-Westfalen, Germany",http://www.facebook.com/Bayer/,https://www.linkedin.com/company/bayer/,https://twitter.com/bayer,"Chemical, Health, Care, Pharmaceutical",European Union (EU),"Friedrich Bayer, Johann Friedrich Weskott",Active,"Post-IPO, Equity",Bayer Aktiengesellschaft,Bayer AG,None,XETR:BAYN,For Profit,1,$10B+,facebook@bayer.com,49 214 30 1,14,XETR:BAYN,1,€3B,1,23,37,7,54,None,106,"11,71,546",12.28%,None,None,13,1,1,6,"Bayer operates as a life science company worldwide. It operates through Pharmaceuticals, Consumer Health, Crop Science, and Animal Health segments.
The Pharmaceuticals segment offers prescription products primarily for cardiology and women’s health care; specialty therapeutics in the areas of oncology, hematology, and ophthalmology; anddiagnostic imaging equipment and contrast agents. The Consumer Health segment markets nonprescription over-the-counter medicines, medical products, cosmetics, and self-care solutions in dermatology, nutritional supplements, pain and cardiovascular risk prevention, digestive health, allergy, cold and cough, foot care, and sun protection categories.
The Crop Science segment offers chemical and biological crop protection products, improved plant traits, seeds, digital solutions, and pest and weed control products, as well as customer service for agriculture. This segment also provides breeding, propagation, and production/processing of seeds, including seed dressing.
The Animal Health segment develops and markets products and solutions for the prevention and treatment of disease in companion and farm animals to veterinarians. Bayer has a collaboration agreement with MD Anderson Cancer Center at the University of Texas to develop cancer treatments, and research collaboration agreements with Halogen and Kyoto University to identify new drug candidates for the treatment of pulmonary diseases.
Bayer distributes its products through wholesalers, pharmacies, supermarket and drugstore chains, online and other retailers, and hospitals, as well as directly to farmers. It has a strategic research alliance with Kyoto University to jointly identify new drug targets for the treatment of pulmonary diseases, such as idiopathic pulmonary fibrosis.
Friedrich Bayer and Johann Friedrich Weskott founded Bayer on August 1, 1863. It has its headquarters in Leverkusen in Germany.","12,859","3,898","Pharmaceutical, veterinary and sanitary products,","40,992",None,https://www.crunchbase.com/organization/bayer,None,None,None
115,Bayer CropScience,https://www.crunchbase.com/organization/bayer-cropscience,"Bayer CropScience is a company specializing in agriculture, healthcare, and life sciences.",1999,None,www.cropscience.bayer.com/,"1,17,558",Private,10001+,"Monheim, Bayern, Germany",https://www.facebook.com/BayerCropScience/,https://www.linkedin.com/company/bayer-cropscience,http://twitter.com/Bayer4Crops,"Health, Care, Life, Science",European Union (EU),"Friedrich Bayer, Johann Friedrich Weskott",Active,None,None,None,None,None,For Profit,None,None,None,49 2173 38 0,None,None,None,None,None,None,18,None,Tech,85,14,"11,71,546",12.28%,None,None,2,None,None,None,None,None,None,None,None,None,https://www.crunchbase.com/organization/bayer-cropscience,None,None,None
116,Bed Bath & Beyond,https://www.crunchbase.com/organization/bed-bath-beyond,Bed Bath & Beyond Inc. is an omnichannel retailer selling a wide assortment of domestics merchandise and home furnishings.,1971,None,www.bedbathandbeyond.com/,"46,684",Public,10001+,"Union, New Jersey, United States",http://www.facebook.com/BedBathAndBeyond,http://www.linkedin.com/company/bed-bath-and-beyond,http://twitter.com/bedbathbeyond,"Home, and, Garden, Home, Decor, Retail",Greater New York Area East Coast Northeastern US,"Leonard Feinstein, Warren Eisenberg",Active,None,None,None,None,NASDAQ:BBBY,For Profit,None,$1B to $10B,customer.service@bedbath.com,1(800) 462-3966,None,NASDAQ:BBBY,None,None,None,None,14,11,40,"2,17,174",91,"4,28,73,273",-6.66%,791,None,9,None,None,None,None,None,None,None,None,None,https://www.crunchbase.com/organization/bed-bath-beyond,None,None,None
117,Bioway,https://www.crunchbase.com/organization/bioway,Bioway is a drug development and research company.,15-May-15,None,www.bioway.co.kr,"4,73,152",Private,None,"Yeoksamdong, Seoul-t'ukpyolsi, South Korea",None,None,None,"Health, Care, Medical",Asia-Pacific (APAC),None,Active,None,?????,None,None,None,For Profit,None,None,bioway@naver.com,02-3295-5181,None,None,None,None,None,None,None,None,Tech,None,7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.crunchbase.com/organization/bioway,None,None,None
118,Bob Martin,https://www.crunchbase.com/organization/bob-martin-petcare,Bob Martin is a pet healthcare company.,"Jan 1, 1892",None,www.bobmartin.co.uk/,"4,62,198",Private,None,"Leeds, Leeds, United Kingdom",https://www.facebook.com/BobMartinUK/,None,None,"Care, Medical, Pet",None,None,Active,None,Bob Martin Petcare,Bob Martin (Uk) Limited,None,None,For Profit,None,None,info@bobmartin.co.uk,034-4748-0108,None,None,None,None,None,None,None,None,Tech,None,31,"2,266",None,1,None,None,None,None,None,None,None,None,None,None,None,https://www.crunchbase.com/organization/bob-martin-petcare,None,None,None
119,Carrefour,https://www.crunchbase.com/organization/carrefour,"Carrefour is a hyperlocal, multi-format and omnichannel retail group.",1959,None,www.carrefour.com,"14,342",Public,10001+,"Boulogne-billancourt, Ile-de-France, France",https://www.facebook.com/carrefour/timeline?ref=page_internal,http://www.linkedin.com/company/3046,http://twitter.com/carrefourfrance,"Food, and, Beverage, Food, Delivery, Grocery, Retail, Retail, Technology",European Union (EU),Rafael Orbaneja,Active,"Post-IPO, Debt",None,Carrefour S.A.,None,None,For Profit,1,$10B+,portail@serviceclients-carrefour.com,(210) 989-3400,1,None,1,None,1,1,25,17,20,None,91,"14,22,225",18.30%,None,None,14,None,1,None,None,None,None,None,None,None,https://www.crunchbase.com/organization/carrefour,None,None,None
120,Central Garden & Pet,https://www.crunchbase.com/organization/central-garden-pet,Central Garden & Pet is a market leader in the Garden and Pet industries.,1980,None,www.central.com,"83,290",Public,5001-10000,"Walnut Creek, California, United States",https://www.facebook.com/workatcentral,http://www.linkedin.com/company/central-garden-and-pet,None,"and, Garden, Pet",San Francisco Bay Area West Coast Western US,Bill Brown,Active,None,None,Central Garden & Pet Company,None,NASDAQ:CENT,For Profit,None,$100M to $500M,IR@central.com,925-948-4000,1,NASDAQ:CENT,None,None,None,2,1,None,22,None,79,"15,771",-6.46%,27,None,32,None,None,1,None,None,None,None,None,None,https://www.crunchbase.com/organization/central-garden-pet,None,None,None
121,Dolgencorp,https://www.crunchbase.com/organization/dolgencorp,Dolgencorp operates discount retail stores.,1973,None,None,"6,69,444",Private,None,"Goodlettsville, Tennessee, United States",None,None,None,None,"Southern, US",None,Active,None,None,None,None,None,"For, Profit",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,https://www.crunchbase.com/organization/dolgencorp,None,None,None
